method,seeds,recall@1_mean,recall@1_std,recall@1_ci95_low,recall@1_ci95_high,recall@5_mean,recall@5_std,recall@5_ci95_low,recall@5_ci95_high,recall@10_mean,recall@10_std,recall@10_ci95_low,recall@10_ci95_high,recall@20_mean,recall@20_std,recall@20_ci95_low,recall@20_ci95_high,recall@50_mean,recall@50_std,recall@50_ci95_low,recall@50_ci95_high,recall@100_mean,recall@100_std,recall@100_ci95_low,recall@100_ci95_high,mrr_mean,mrr_std,mrr_ci95_low,mrr_ci95_high,ndcg@10_mean,ndcg@10_std,ndcg@10_ci95_low,ndcg@10_ci95_high,precision@10_mean,precision@10_std,precision@10_ci95_low,precision@10_ci95_high,candidate_coverage_mean,candidate_coverage_std,candidate_coverage_ci95_low,candidate_coverage_ci95_high,zero_result_rate_mean,zero_result_rate_std,zero_result_rate_ci95_low,zero_result_rate_ci95_high
bm25_enriched_k1.2_b0.75,5,0.16185535956418687,0.022330138047632273,0.13413327604795217,0.18957744308042157,0.43897069108206843,0.01847854663320451,0.41603022327431793,0.46191115888981893,0.5715349764808131,0.026379932505194277,0.5387852151268221,0.6042847378348041,0.688371920388644,0.03424046242717983,0.6458635867179785,0.7308802540593096,0.8026562788324216,0.021568842345954943,0.7758793172396354,0.8294332404252078,0.8565373393011761,0.019042787077177315,0.8328963867638782,0.8801782918384741,0.7167174916730201,0.025266204358683438,0.6853503847668474,0.7480845985791928,0.6328783265262228,0.02871985883596883,0.5972236286678,0.6685330243846456,0.38760000000000006,0.022610715257250107,0.35952958971475096,0.41567041028524915,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
tfidf_combined_enriched,5,0.14180289035600563,0.022722297704103805,0.11359395437494461,0.17001182633706666,0.42257925365103166,0.01206500050539698,0.4076009785091324,0.4375575287929309,0.5569946380236797,0.015108592576714673,0.5382378500302055,0.5757514260171538,0.6819757217628848,0.0170060736844109,0.6608632774977913,0.7030881660279783,0.8172387554896702,0.012990137479621945,0.8011119552285481,0.8333655557507923,0.8860181102971284,0.009640230631441312,0.8740501019439997,0.8979861186502571,0.6867164515654988,0.03399822522130731,0.644508846893356,0.7289240562376416,0.6032318290049754,0.0198976936290758,0.5785295399555721,0.6279341180543787,0.3745333333333333,0.01537241396499302,0.3554490203355972,0.3936176463310693,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
