bucket,rows,f1,precision,recall
"(-0.01, 0.0]",13365.0,0.3724696356275304,0.706140350877193,0.25294579732914374
"(0.0, 0.2]",4145.0,0.6531106269668361,0.7440706012134584,0.5819672131147541
"(0.2, 0.5]",1667.0,0.7615384615384615,0.7531699070160609,0.77009507346586
"(0.5, 1.0]",108.0,0.6883116883116883,0.6708860759493671,0.7066666666666667
